algorithm,heap_type,graph_source,graph_family,graph_size,graph_parameters,seed,start_vertex,output_value,comparison_count,cut_count,decrease_key_count,distance_checksum,edge_scan_count,extract_min_count,graph_average_degree,graph_directed,graph_maximum_degree,graph_num_edges,graph_num_vertices,insert_count,link_count,meld_count,mst_weight,node_allocation_count,peak_size,pointer_traversal_count,reachable_output_count,reachable_vertex_count,relax_attempt_count,successful_decrease_key_count,successful_key_update_count,successful_relax_count,swap_count,visited_vertex_count
dijkstra,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",4,12,1198.0,209,4,15,1198.0,150,25,6.0,False,11,75,25,25,61,0,,25,16,389,25,25,75,15,,39,0,
dijkstra,binary,synthetic,sparse_er_nm,25,"n=25,m=75",4,24,970.0,158,0,10,970.0,150,25,6.0,False,11,75,25,25,0,0,,0,15,0,25,25,75,10,,34,71,
dijkstra,pairing,synthetic,sparse_er_nm,25,"n=25,m=75",4,24,970.0,125,10,10,970.0,150,25,6.0,False,11,75,25,25,115,115,,25,15,112,25,25,75,10,,34,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",4,24,970.0,178,4,10,970.0,150,25,6.0,False,11,75,25,25,49,0,,25,15,343,25,25,75,10,,34,0,
prim,binary,synthetic,sparse_er_nm,25,"n=25,m=75",4,0,454.0,207,0,20,,150,25,6.0,False,11,75,25,25,0,0,454.0,0,16,0,,,,20,44,,106,25
prim,pairing,synthetic,sparse_er_nm,25,"n=25,m=75",4,0,454.0,124,20,20,,150,25,6.0,False,11,75,25,25,104,104,454.0,25,16,122,,,,20,44,,0,25
prim,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",4,0,454.0,191,10,20,,150,25,6.0,False,11,75,25,25,39,0,454.0,25,16,301,,,,20,44,,0,25
dijkstra,binary,synthetic,sparse_er_nm,50,"n=50,m=150",4,0,3210.0,459,0,35,3210.0,300,50,6.0,False,11,150,50,50,0,0,,0,30,0,50,50,150,35,,84,202,
dijkstra,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",4,0,3210.0,371,34,35,3210.0,300,50,6.0,False,11,150,50,50,336,336,,50,30,364,50,50,150,35,,84,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",4,0,3210.0,515,14,35,3210.0,300,50,6.0,False,11,150,50,50,141,0,,50,30,959,50,50,150,35,,84,0,
dijkstra,binary,synthetic,sparse_er_nm,50,"n=50,m=150",4,25,2568.0,458,0,35,2568.0,300,50,6.0,False,11,150,50,50,0,0,,0,30,0,50,50,150,35,,84,190,
dijkstra,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",4,25,2568.0,375,35,35,2568.0,300,50,6.0,False,11,150,50,50,340,340,,50,30,364,50,50,150,35,,84,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",4,25,2568.0,534,11,35,2568.0,300,50,6.0,False,11,150,50,50,147,0,,50,30,1001,50,50,150,35,,84,0,
dijkstra,binary,synthetic,sparse_er_nm,50,"n=50,m=150",4,49,2341.0,456,0,37,2341.0,300,50,6.0,False,11,150,50,50,0,0,,0,32,0,50,50,150,37,,86,195,
dijkstra,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",4,49,2341.0,381,37,37,2341.0,300,50,6.0,False,11,150,50,50,344,344,,50,32,363,50,50,150,37,,86,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",4,49,2341.0,519,11,37,2341.0,300,50,6.0,False,11,150,50,50,140,0,,50,32,951,50,50,150,37,,86,0,
prim,binary,synthetic,sparse_er_nm,50,"n=50,m=150",4,0,893.0,555,0,61,,300,50,6.0,False,11,150,50,50,0,0,893.0,0,32,0,,,,61,110,,268,50
prim,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",4,0,893.0,348,60,61,,300,50,6.0,False,11,150,50,50,287,287,893.0,50,32,371,,,,61,110,,0,50
prim,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",4,0,893.0,528,37,61,,300,50,6.0,False,11,150,50,50,119,0,893.0,50,32,814,,,,61,110,,0,50
dijkstra,binary,synthetic,sparse_er_nm,100,"n=100,m=300",4,0,6169.0,1072,0,58,6169.0,600,100,6.0,False,13,300,100,100,0,0,,0,53,0,100,100,300,58,,157,472,
dijkstra,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",4,0,6169.0,895,58,58,6169.0,600,100,6.0,False,13,300,100,100,837,837,,100,53,829,100,100,300,58,,157,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",4,0,6169.0,1242,22,58,6169.0,600,100,6.0,False,13,300,100,100,388,0,,100,53,2504,100,100,300,58,,157,0,
dijkstra,binary,synthetic,sparse_er_nm,100,"n=100,m=300",4,50,18133.0,1023,0,56,18133.0,600,100,6.0,False,13,300,100,100,0,0,,0,55,0,100,100,300,56,,155,446,
dijkstra,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",4,50,18133.0,864,56,56,18133.0,600,100,6.0,False,13,300,100,100,808,808,,100,55,841,100,100,300,56,,155,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",4,50,18133.0,1183,24,56,18133.0,600,100,6.0,False,13,300,100,100,364,0,,100,55,2380,100,100,300,56,,155,0,
dijkstra,binary,synthetic,sparse_er_nm,100,"n=100,m=300",4,99,9330.0,1057,0,50,9330.0,600,100,6.0,False,13,300,100,100,0,0,,0,54,0,100,100,300,50,,149,469,
dijkstra,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",4,99,9330.0,849,50,50,9330.0,600,100,6.0,False,13,300,100,100,799,799,,100,54,812,100,100,300,50,,149,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",4,99,9330.0,1193,22,50,9330.0,600,100,6.0,False,13,300,100,100,371,0,,100,54,2450,100,100,300,50,,149,0,
prim,binary,synthetic,sparse_er_nm,100,"n=100,m=300",4,0,1936.0,1280,0,93,,600,100,6.0,False,13,300,100,100,0,0,1936.0,0,52,0,,,,93,192,,653,100
prim,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",4,0,1936.0,706,93,93,,600,100,6.0,False,13,300,100,100,613,613,1936.0,100,52,653,,,,93,192,,0,100
prim,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",4,0,1936.0,1161,80,93,,600,100,6.0,False,13,300,100,100,290,0,1936.0,100,52,2033,,,,93,192,,0,100
dijkstra,binary,synthetic,dense_er_np,25,"n=25,p=0.2",4,0,1443.0,158,0,11,1443.0,140,25,5.6,False,8,70,25,25,0,0,,0,17,0,25,25,70,11,,35,62,
dijkstra,pairing,synthetic,dense_er_np,25,"n=25,p=0.2",4,0,1443.0,131,11,11,1443.0,140,25,5.6,False,8,70,25,25,120,120,,25,17,125,25,25,70,11,,35,0,
dijkstra,fibonacci,synthetic,dense_er_np,25,"n=25,p=0.2",4,0,1443.0,189,5,11,1443.0,140,25,5.6,False,8,70,25,25,53,0,,25,17,362,25,25,70,11,,35,0,
dijkstra,binary,synthetic,dense_er_np,25,"n=25,p=0.2",4,12,2332.0,162,0,15,2332.0,140,25,5.6,False,8,70,25,25,0,0,,0,15,0,25,25,70,15,,39,57,
dijkstra,pairing,synthetic,dense_er_np,25,"n=25,p=0.2",4,12,2332.0,145,14,15,2332.0,140,25,5.6,False,8,70,25,25,130,130,,25,15,134,25,25,70,15,,39,0,
dijkstra,fibonacci,synthetic,dense_er_np,25,"n=25,p=0.2",4,12,2332.0,207,3,15,2332.0,140,25,5.6,False,8,70,25,25,59,0,,25,15,388,25,25,70,15,,39,0,
dijkstra,binary,synthetic,dense_er_np,25,"n=25,p=0.2",4,24,1929.0,149,0,11,1929.0,140,25,5.6,False,8,70,25,25,0,0,,0,16,0,25,25,70,11,,35,64,
dijkstra,pairing,synthetic,dense_er_np,25,"n=25,p=0.2",4,24,1929.0,126,11,11,1929.0,140,25,5.6,False,8,70,25,25,115,115,,25,16,118,25,25,70,11,,35,0,
dijkstra,fibonacci,synthetic,dense_er_np,25,"n=25,p=0.2",4,24,1929.0,168,2,11,1929.0,140,25,5.6,False,8,70,25,25,44,0,,25,16,318,25,25,70,11,,35,0,
prim,binary,synthetic,dense_er_np,25,"n=25,p=0.2",4,0,669.0,201,0,23,,140,25,5.6,False,8,70,25,25,0,0,669.0,0,16,0,,,,23,47,,89,25
prim,pairing,synthetic,dense_er_np,25,"n=25,p=0.2",4,0,669.0,148,22,23,,140,25,5.6,False,8,70,25,25,125,125,669.0,25,16,130,,,,23,47,,0,25
prim,fibonacci,synthetic,dense_er_np,25,"n=25,p=0.2",4,0,669.0,200,9,23,,140,25,5.6,False,8,70,25,25,44,0,669.0,25,16,318,,,,23,47,,0,25
dijkstra,binary,synthetic,dense_er_np,50,"n=50,p=0.12",4,0,2430.0,471,0,33,2430.0,376,50,7.52,False,14,188,50,50,0,0,,0,35,0,50,50,188,33,,82,200,
dijkstra,pairing,synthetic,dense_er_np,50,"n=50,p=0.12",4,0,2430.0,384,33,33,2430.0,376,50,7.52,False,14,188,50,50,351,351,,50,35,357,50,50,188,33,,82,0,
dijkstra,fibonacci,synthetic,dense_er_np,50,"n=50,p=0.12",4,0,2430.0,540,12,33,2430.0,376,50,7.52,False,14,188,50,50,157,0,,50,35,1032,50,50,188,33,,82,0,
dijkstra,binary,synthetic,dense_er_np,50,"n=50,p=0.12",4,25,2992.0,454,0,29,2992.0,376,50,7.52,False,14,188,50,50,0,0,,0,33,0,50,50,188,29,,78,195,
dijkstra,pairing,synthetic,dense_er_np,50,"n=50,p=0.12",4,25,2992.0,364,29,29,2992.0,376,50,7.52,False,14,188,50,50,335,335,,50,33,335,50,50,188,29,,78,0,
dijkstra,fibonacci,synthetic,dense_er_np,50,"n=50,p=0.12",4,25,2992.0,532,13,29,2992.0,376,50,7.52,False,14,188,50,50,165,0,,50,33,1050,50,50,188,29,,78,0,
dijkstra,binary,synthetic,dense_er_np,50,"n=50,p=0.12",4,49,2759.0,456,0,30,2759.0,376,50,7.52,False,14,188,50,50,0,0,,0,34,0,50,50,188,30,,79,198,
dijkstra,pairing,synthetic,dense_er_np,50,"n=50,p=0.12",4,49,2759.0,369,30,30,2759.0,376,50,7.52,False,14,188,50,50,339,339,,50,34,364,50,50,188,30,,79,0,
dijkstra,fibonacci,synthetic,dense_er_np,50,"n=50,p=0.12",4,49,2759.0,499,9,30,2759.0,376,50,7.52,False,14,188,50,50,151,0,,50,34,969,50,50,188,30,,79,0,
prim,binary,synthetic,dense_er_np,50,"n=50,p=0.12",4,0,909.0,601,0,70,,376,50,7.52,False,14,188,50,50,0,0,909.0,0,36,0,,,,70,119,,282,50
prim,pairing,synthetic,dense_er_np,50,"n=50,p=0.12",4,0,909.0,401,69,70,,376,50,7.52,False,14,188,50,50,331,331,909.0,50,36,382,,,,70,119,,0,50
prim,fibonacci,synthetic,dense_er_np,50,"n=50,p=0.12",4,0,909.0,580,30,70,,376,50,7.52,False,14,188,50,50,123,0,909.0,50,36,870,,,,70,119,,0,50
dijkstra,binary,synthetic,dense_er_np,100,"n=100,p=0.08",4,0,5000.0,1223,0,101,5000.0,968,100,9.68,False,18,484,100,100,0,0,,0,67,0,100,100,484,101,,200,513,
dijkstra,pairing,synthetic,dense_er_np,100,"n=100,p=0.08",4,0,5000.0,1084,101,101,5000.0,968,100,9.68,False,18,484,100,100,983,983,,100,67,1023,100,100,484,101,,200,0,
dijkstra,fibonacci,synthetic,dense_er_np,100,"n=100,p=0.08",4,0,5000.0,1464,28,101,5000.0,968,100,9.68,False,18,484,100,100,437,0,,100,67,2745,100,100,484,101,,200,0,
dijkstra,binary,synthetic,dense_er_np,100,"n=100,p=0.08",4,50,4461.0,1205,0,87,4461.0,968,100,9.68,False,18,484,100,100,0,0,,0,67,0,100,100,484,87,,186,531,
dijkstra,pairing,synthetic,dense_er_np,100,"n=100,p=0.08",4,50,4461.0,1003,87,87,4461.0,968,100,9.68,False,18,484,100,100,916,916,,100,67,956,100,100,484,87,,186,0,
dijkstra,fibonacci,synthetic,dense_er_np,100,"n=100,p=0.08",4,50,4461.0,1361,33,87,4461.0,968,100,9.68,False,18,484,100,100,405,0,,100,67,2589,100,100,484,87,,186,0,
dijkstra,binary,synthetic,dense_er_np,100,"n=100,p=0.08",4,99,4200.0,1207,0,84,4200.0,968,100,9.68,False,18,484,100,100,0,0,,0,71,0,100,100,484,84,,183,526,
dijkstra,pairing,synthetic,dense_er_np,100,"n=100,p=0.08",4,99,4200.0,988,84,84,4200.0,968,100,9.68,False,18,484,100,100,904,904,,100,71,952,100,100,484,84,,183,0,
dijkstra,fibonacci,synthetic,dense_er_np,100,"n=100,p=0.08",4,99,4200.0,1395,28,84,4200.0,968,100,9.68,False,18,484,100,100,423,0,,100,71,2688,100,100,484,84,,183,0,
prim,binary,synthetic,dense_er_np,100,"n=100,p=0.08",4,0,1371.0,1503,0,145,,968,100,9.68,False,18,484,100,100,0,0,1371.0,0,74,0,,,,145,244,,751,100
prim,pairing,synthetic,dense_er_np,100,"n=100,p=0.08",4,0,1371.0,862,144,145,,968,100,9.68,False,18,484,100,100,717,717,1371.0,100,74,949,,,,145,244,,0,100
prim,fibonacci,synthetic,dense_er_np,100,"n=100,p=0.08",4,0,1371.0,1345,80,145,,968,100,9.68,False,18,484,100,100,312,0,1371.0,100,74,2129,,,,145,244,,0,100
dijkstra,binary,synthetic,grid_2d,25,"rows=5,cols=5",4,0,2886.0,96,0,10,2886.0,80,25,3.2,False,4,40,25,25,0,0,,0,7,0,25,25,40,10,,34,34,
dijkstra,pairing,synthetic,grid_2d,25,"rows=5,cols=5",4,0,2886.0,83,9,10,2886.0,80,25,3.2,False,4,40,25,25,73,73,,25,7,69,25,25,40,10,,34,0,
dijkstra,fibonacci,synthetic,grid_2d,25,"rows=5,cols=5",4,0,2886.0,121,6,10,2886.0,80,25,3.2,False,4,40,25,25,30,0,,25,7,217,25,25,40,10,,34,0,
dijkstra,binary,synthetic,grid_2d,25,"rows=5,cols=5",4,12,1910.0,126,0,6,1910.0,80,25,3.2,False,4,40,25,25,0,0,,0,11,0,25,25,40,6,,30,49,
dijkstra,pairing,synthetic,grid_2d,25,"rows=5,cols=5",4,12,1910.0,102,6,6,1910.0,80,25,3.2,False,4,40,25,25,96,96,,25,11,97,25,25,40,6,,30,0,
dijkstra,fibonacci,synthetic,grid_2d,25,"rows=5,cols=5",4,12,1910.0,151,0,6,1910.0,80,25,3.2,False,4,40,25,25,48,0,,25,11,318,25,25,40,6,,30,0,
dijkstra,binary,synthetic,grid_2d,25,"rows=5,cols=5",4,24,4440.0,88,0,3,4440.0,80,25,3.2,False,4,40,25,25,0,0,,0,7,0,25,25,40,3,,27,34,
dijkstra,pairing,synthetic,grid_2d,25,"rows=5,cols=5",4,24,4440.0,63,3,3,4440.0,80,25,3.2,False,4,40,25,25,60,60,,25,7,59,25,25,40,3,,27,0,
dijkstra,fibonacci,synthetic,grid_2d,25,"rows=5,cols=5",4,24,4440.0,101,2,3,4440.0,80,25,3.2,False,4,40,25,25,29,0,,25,7,217,25,25,40,3,,27,0,
prim,binary,synthetic,grid_2d,25,"rows=5,cols=5",4,0,668.0,123,0,13,,80,25,3.2,False,4,40,25,25,0,0,668.0,0,8,0,,,,13,37,,63,25
prim,pairing,synthetic,grid_2d,25,"rows=5,cols=5",4,0,668.0,72,11,13,,80,25,3.2,False,4,40,25,25,59,59,668.0,25,8,50,,,,13,37,,0,25
prim,fibonacci,synthetic,grid_2d,25,"rows=5,cols=5",4,0,668.0,119,4,13,,80,25,3.2,False,4,40,25,25,23,0,668.0,25,8,201,,,,13,37,,0,25
dijkstra,binary,synthetic,grid_2d,64,"rows=8,cols=8",4,0,14244.0,334,0,14,14244.0,224,64,3.5,False,4,112,64,64,0,0,,0,11,0,64,64,112,14,,77,142,
dijkstra,pairing,synthetic,grid_2d,64,"rows=8,cols=8",4,0,14244.0,267,14,14,14244.0,224,64,3.5,False,4,112,64,64,253,253,,64,11,249,64,64,112,14,,77,0,
dijkstra,fibonacci,synthetic,grid_2d,64,"rows=8,cols=8",4,0,14244.0,402,7,14,14244.0,224,64,3.5,False,4,112,64,64,125,0,,64,11,845,64,64,112,14,,77,0,
dijkstra,binary,synthetic,grid_2d,64,"rows=8,cols=8",4,32,13114.0,377,0,18,13114.0,224,64,3.5,False,4,112,64,64,0,0,,0,14,0,64,64,112,18,,81,149,
dijkstra,pairing,synthetic,grid_2d,64,"rows=8,cols=8",4,32,13114.0,315,18,18,13114.0,224,64,3.5,False,4,112,64,64,297,297,,64,14,296,64,64,112,18,,81,0,
dijkstra,fibonacci,synthetic,grid_2d,64,"rows=8,cols=8",4,32,13114.0,461,9,18,13114.0,224,64,3.5,False,4,112,64,64,141,0,,64,14,949,64,64,112,18,,81,0,
dijkstra,binary,synthetic,grid_2d,64,"rows=8,cols=8",4,63,14608.0,356,0,17,14608.0,224,64,3.5,False,4,112,64,64,0,0,,0,13,0,64,64,112,17,,80,140,
dijkstra,pairing,synthetic,grid_2d,64,"rows=8,cols=8",4,63,14608.0,286,16,17,14608.0,224,64,3.5,False,4,112,64,64,269,269,,64,13,268,64,64,112,17,,80,0,
dijkstra,fibonacci,synthetic,grid_2d,64,"rows=8,cols=8",4,63,14608.0,436,2,17,14608.0,224,64,3.5,False,4,112,64,64,134,0,,64,13,908,64,64,112,17,,80,0,
prim,binary,synthetic,grid_2d,64,"rows=8,cols=8",4,0,1872.0,509,0,32,,224,64,3.5,False,4,112,64,64,0,0,1872.0,0,19,0,,,,32,95,,267,64
prim,pairing,synthetic,grid_2d,64,"rows=8,cols=8",4,0,1872.0,235,29,32,,224,64,3.5,False,4,112,64,64,203,203,1872.0,64,19,196,,,,32,95,,0,64
prim,fibonacci,synthetic,grid_2d,64,"rows=8,cols=8",4,0,1872.0,387,15,32,,224,64,3.5,False,4,112,64,64,87,0,1872.0,64,19,698,,,,32,95,,0,64
dijkstra,binary,synthetic,grid_2d,100,"rows=10,cols=10",4,0,26127.0,640,0,32,26127.0,360,100,3.6,False,4,180,100,100,0,0,,0,16,0,100,100,180,32,,131,266,
dijkstra,pairing,synthetic,grid_2d,100,"rows=10,cols=10",4,0,26127.0,499,29,32,26127.0,360,100,3.6,False,4,180,100,100,467,467,,100,16,458,100,100,180,32,,131,0,
dijkstra,fibonacci,synthetic,grid_2d,100,"rows=10,cols=10",4,0,26127.0,765,10,32,26127.0,360,100,3.6,False,4,180,100,100,229,0,,100,16,1578,100,100,180,32,,131,0,
dijkstra,binary,synthetic,grid_2d,100,"rows=10,cols=10",4,50,26389.0,670,0,27,26389.0,360,100,3.6,False,4,180,100,100,0,0,,0,17,0,100,100,180,27,,126,286,
dijkstra,pairing,synthetic,grid_2d,100,"rows=10,cols=10",4,50,26389.0,515,26,27,26389.0,360,100,3.6,False,4,180,100,100,488,488,,100,17,488,100,100,180,27,,126,0,
dijkstra,fibonacci,synthetic,grid_2d,100,"rows=10,cols=10",4,50,26389.0,788,13,27,26389.0,360,100,3.6,False,4,180,100,100,250,0,,100,17,1663,100,100,180,27,,126,0,
dijkstra,binary,synthetic,grid_2d,100,"rows=10,cols=10",4,99,27725.0,655,0,29,27725.0,360,100,3.6,False,4,180,100,100,0,0,,0,17,0,100,100,180,29,,128,272,
dijkstra,pairing,synthetic,grid_2d,100,"rows=10,cols=10",4,99,27725.0,518,28,29,27725.0,360,100,3.6,False,4,180,100,100,489,489,,100,17,494,100,100,180,29,,128,0,
dijkstra,fibonacci,synthetic,grid_2d,100,"rows=10,cols=10",4,99,27725.0,774,13,29,27725.0,360,100,3.6,False,4,180,100,100,226,0,,100,17,1601,100,100,180,29,,128,0,
prim,binary,synthetic,grid_2d,100,"rows=10,cols=10",4,0,2678.0,894,0,54,,360,100,3.6,False,4,180,100,100,0,0,2678.0,0,24,0,,,,54,153,,488,100
prim,pairing,synthetic,grid_2d,100,"rows=10,cols=10",4,0,2678.0,391,53,54,,360,100,3.6,False,4,180,100,100,337,337,2678.0,100,24,359,,,,54,153,,0,100
prim,fibonacci,synthetic,grid_2d,100,"rows=10,cols=10",4,0,2678.0,664,36,54,,360,100,3.6,False,4,180,100,100,148,0,2678.0,100,24,1207,,,,54,153,,0,100
dijkstra,binary,synthetic,sparse_er_nm,25,"n=25,m=75",5,0,1221.0,156,0,13,1221.0,150,25,6.0,False,13,75,25,25,0,0,,0,13,0,25,25,75,13,,37,64,
dijkstra,pairing,synthetic,sparse_er_nm,25,"n=25,m=75",5,0,1221.0,127,13,13,1221.0,150,25,6.0,False,13,75,25,25,114,114,,25,13,109,25,25,75,13,,37,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",5,0,1221.0,178,5,13,1221.0,150,25,6.0,False,13,75,25,25,46,0,,25,13,322,25,25,75,13,,37,0,
dijkstra,binary,synthetic,sparse_er_nm,25,"n=25,m=75",5,12,1135.0,149,0,11,1135.0,150,25,6.0,False,13,75,25,25,0,0,,0,14,0,25,25,75,11,,35,64,
dijkstra,pairing,synthetic,sparse_er_nm,25,"n=25,m=75",5,12,1135.0,115,10,11,1135.0,150,25,6.0,False,13,75,25,25,104,104,,25,14,101,25,25,75,11,,35,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",5,12,1135.0,172,4,11,1135.0,150,25,6.0,False,13,75,25,25,47,0,,25,14,327,25,25,75,11,,35,0,
dijkstra,binary,synthetic,sparse_er_nm,25,"n=25,m=75",5,24,2342.0,175,0,18,2342.0,150,25,6.0,False,13,75,25,25,0,0,,0,18,0,25,25,75,18,,42,66,
dijkstra,pairing,synthetic,sparse_er_nm,25,"n=25,m=75",5,24,2342.0,142,18,18,2342.0,150,25,6.0,False,13,75,25,25,124,124,,25,18,123,25,25,75,18,,42,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",5,24,2342.0,218,6,18,2342.0,150,25,6.0,False,13,75,25,25,62,0,,25,18,390,25,25,75,18,,42,0,
prim,binary,synthetic,sparse_er_nm,25,"n=25,m=75",5,0,447.0,187,0,22,,150,25,6.0,False,13,75,25,25,0,0,447.0,0,13,0,,,,22,46,,81,25
prim,pairing,synthetic,sparse_er_nm,25,"n=25,m=75",5,0,447.0,132,21,22,,150,25,6.0,False,13,75,25,25,110,110,447.0,25,13,106,,,,22,46,,0,25
prim,fibonacci,synthetic,sparse_er_nm,25,"n=25,m=75",5,0,447.0,202,13,22,,150,25,6.0,False,13,75,25,25,45,0,447.0,25,13,320,,,,22,46,,0,25
dijkstra,binary,synthetic,sparse_er_nm,50,"n=50,m=150",5,0,3800.0,441,0,30,3800.0,300,50,6.0,False,12,150,50,50,0,0,,0,29,0,50,50,150,30,,79,191,
dijkstra,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",5,0,3800.0,360,30,30,3800.0,300,50,6.0,False,12,150,50,50,330,330,,50,29,316,50,50,150,30,,79,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",5,0,3800.0,536,15,30,3800.0,300,50,6.0,False,12,150,50,50,158,0,,50,29,1038,50,50,150,30,,79,0,
dijkstra,binary,synthetic,sparse_er_nm,50,"n=50,m=150",5,25,4505.0,414,0,24,4505.0,300,50,6.0,False,12,150,50,50,0,0,,0,29,0,50,50,150,24,,73,174,
dijkstra,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",5,25,4505.0,355,24,24,4505.0,300,50,6.0,False,12,150,50,50,331,331,,50,29,335,50,50,150,24,,73,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",5,25,4505.0,505,7,24,4505.0,300,50,6.0,False,12,150,50,50,159,0,,50,29,1025,50,50,150,24,,73,0,
dijkstra,binary,synthetic,sparse_er_nm,50,"n=50,m=150",5,49,6685.0,413,0,20,6685.0,300,50,6.0,False,12,150,50,50,0,0,,0,29,0,50,50,150,20,,69,184,
dijkstra,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",5,49,6685.0,323,20,20,6685.0,300,50,6.0,False,12,150,50,50,303,303,,50,29,304,50,50,150,20,,69,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",5,49,6685.0,441,5,20,6685.0,300,50,6.0,False,12,150,50,50,129,0,,50,29,891,50,50,150,20,,69,0,
prim,binary,synthetic,sparse_er_nm,50,"n=50,m=150",5,0,1315.0,531,0,47,,300,50,6.0,False,12,150,50,50,0,0,1315.0,0,31,0,,,,47,96,,270,50
prim,pairing,synthetic,sparse_er_nm,50,"n=50,m=150",5,0,1315.0,308,46,47,,300,50,6.0,False,12,150,50,50,261,261,1315.0,50,31,271,,,,47,96,,0,50
prim,fibonacci,synthetic,sparse_er_nm,50,"n=50,m=150",5,0,1315.0,486,25,47,,300,50,6.0,False,12,150,50,50,109,0,1315.0,50,31,805,,,,47,96,,0,50
dijkstra,binary,synthetic,sparse_er_nm,100,"n=100,m=300",5,0,8400.0,1080,0,53,8400.0,600,100,6.0,False,11,300,100,100,0,0,,0,52,0,100,100,300,53,,152,483,
dijkstra,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",5,0,8400.0,855,53,53,8400.0,600,100,6.0,False,11,300,100,100,802,802,,100,52,823,100,100,300,53,,152,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",5,0,8400.0,1251,23,53,8400.0,600,100,6.0,False,11,300,100,100,397,0,,100,52,2565,100,100,300,53,,152,0,
dijkstra,binary,synthetic,sparse_er_nm,100,"n=100,m=300",5,50,8480.0,1051,0,54,8480.0,600,100,6.0,False,11,300,100,100,0,0,,0,57,0,100,100,300,54,,153,466,
dijkstra,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",5,50,8480.0,865,54,54,8480.0,600,100,6.0,False,11,300,100,100,811,811,,100,57,859,100,100,300,54,,153,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",5,50,8480.0,1208,19,54,8480.0,600,100,6.0,False,11,300,100,100,377,0,,100,57,2466,100,100,300,54,,153,0,
dijkstra,binary,synthetic,sparse_er_nm,100,"n=100,m=300",5,99,9281.0,1101,0,62,9281.0,600,100,6.0,False,11,300,100,100,0,0,,0,55,0,100,100,300,62,,161,495,
dijkstra,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",5,99,9281.0,871,62,62,9281.0,600,100,6.0,False,11,300,100,100,809,809,,100,55,816,100,100,300,62,,161,0,
dijkstra,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",5,99,9281.0,1277,25,62,9281.0,600,100,6.0,False,11,300,100,100,403,0,,100,55,2575,100,100,300,62,,161,0,
prim,binary,synthetic,sparse_er_nm,100,"n=100,m=300",5,0,2018.0,1348,0,104,,600,100,6.0,False,11,300,100,100,0,0,2018.0,0,57,0,,,,104,203,,692,100
prim,pairing,synthetic,sparse_er_nm,100,"n=100,m=300",5,0,2018.0,718,102,104,,600,100,6.0,False,11,300,100,100,614,614,2018.0,100,57,739,,,,104,203,,0,100
prim,fibonacci,synthetic,sparse_er_nm,100,"n=100,m=300",5,0,2018.0,1213,65,104,,600,100,6.0,False,11,300,100,100,304,0,2018.0,100,57,2107,,,,104,203,,0,100
dijkstra,binary,synthetic,dense_er_np,25,"n=25,p=0.2",5,0,1053.0,183,0,16,1053.0,154,25,6.16,False,12,77,25,25,0,0,,0,15,0,25,25,77,16,,40,79,
dijkstra,pairing,synthetic,dense_er_np,25,"n=25,p=0.2",5,0,1053.0,141,16,16,1053.0,154,25,6.16,False,12,77,25,25,125,125,,25,15,133,25,25,77,16,,40,0,
dijkstra,fibonacci,synthetic,dense_er_np,25,"n=25,p=0.2",5,0,1053.0,199,6,16,1053.0,154,25,6.16,False,12,77,25,25,52,0,,25,15,357,25,25,77,16,,40,0,
