graph_source,graph_family,graph_size,graph_num_edges,graph_average_degree,graph_maximum_degree,graph_parameters,seed,algorithm,heap_type,start_vertex,output_value,runtime_ms,mean_runtime_ms,median_runtime_ms,min_runtime_ms,max_runtime_ms,repeats,runtime_measurement,rss_measurement,max_rss_kbytes,median_max_rss_kbytes,reachable_vertex_count,visited_vertex_count,edge_scan_count,relax_attempt_count,successful_relax_count,successful_key_update_count,priority_queue_memory_bytes
synthetic,dense_er_np,50,352,14.08,24,"n=50,p=0.25",2,dijkstra,binary,49,1003,0.031029,0.036312,0.031029,0.01937,0.058537,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,704,352,115,,1224
synthetic,dense_er_np,50,352,14.08,24,"n=50,p=0.25",2,dijkstra,pairing,49,1003,0.04682,0.0534683,0.04682,0.035502,0.078083,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,704,352,115,,2800
synthetic,dense_er_np,50,352,14.08,24,"n=50,p=0.25",2,dijkstra,fibonacci,49,1003,0.046,0.0550393,0.046,0.035082,0.084036,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,704,352,115,,3712
synthetic,dense_er_np,50,352,14.08,24,"n=50,p=0.25",2,prim,binary,0,416,0.031213,0.041386,0.031213,0.028825,0.06412,3,in_process_steady_clock,child_process_wait4,12348,12348,,50,704,,,130,1224
synthetic,dense_er_np,50,352,14.08,24,"n=50,p=0.25",2,prim,pairing,0,416,0.041773,0.0486177,0.041773,0.030535,0.073545,3,in_process_steady_clock,child_process_wait4,12348,12348,,50,704,,,130,2800
synthetic,dense_er_np,50,352,14.08,24,"n=50,p=0.25",2,prim,fibonacci,0,416,0.044849,0.0538203,0.044849,0.033698,0.082914,3,in_process_steady_clock,child_process_wait4,12348,12348,,50,704,,,130,3712
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,binary,0,1974,0.080896,0.0959493,0.080896,0.061231,0.145721,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,254,,2448
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,pairing,0,1974,0.114812,0.123427,0.114812,0.094554,0.160916,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,254,,5600
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,fibonacci,0,1974,0.123728,0.134556,0.123728,0.107775,0.172166,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,254,,6912
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,binary,50,2609,0.076919,0.0878247,0.076919,0.058731,0.127824,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,246,,2448
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,pairing,50,2609,0.115029,0.124898,0.115029,0.097926,0.161739,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,246,,5600
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,fibonacci,50,2609,0.12302,0.137647,0.12302,0.106753,0.183168,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,246,,6912
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,binary,99,2440,0.07901,0.0934097,0.07901,0.060036,0.141183,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,271,,2448
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,pairing,99,2440,0.116138,0.130965,0.116138,0.100675,0.176081,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,271,,5600
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,dijkstra,fibonacci,99,2440,0.134931,0.137282,0.134931,0.106546,0.170368,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,1954,977,271,,6912
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,prim,binary,0,649,0.09415,0.098603,0.09415,0.06839,0.133269,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,1954,,,306,2448
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,prim,pairing,0,649,0.105081,0.115533,0.105081,0.086756,0.154761,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,1954,,,306,5600
synthetic,dense_er_np,100,977,19.54,30,"n=100,p=0.18",2,prim,fibonacci,0,649,0.116588,0.127782,0.116588,0.100832,0.165926,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,1954,,,306,6912
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,binary,0,677,0.015516,0.0203507,0.015516,0.00839,0.037146,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,52,,612
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,pairing,0,677,0.021876,0.029771,0.021876,0.014861,0.052576,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,52,,1400
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,fibonacci,0,677,0.020107,0.0298077,0.020107,0.013997,0.055319,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,52,,2112
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,binary,12,507,0.017451,0.0227677,0.017451,0.009676,0.041176,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,57,,612
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,pairing,12,507,0.023695,0.030805,0.023695,0.015305,0.053415,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,57,,1400
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,fibonacci,12,507,0.021284,0.031084,0.021284,0.01461,0.057358,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,57,,2112
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,binary,24,568,0.016014,0.027362,0.016014,0.00931,0.056762,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,52,,612
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,pairing,24,568,0.021552,0.029088,0.021552,0.014297,0.051415,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,52,,1400
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,dijkstra,fibonacci,24,568,0.018489,0.028209,0.018489,0.012533,0.053605,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,404,202,52,,2112
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,prim,binary,0,313,0.015973,0.021393,0.015973,0.008884,0.039322,3,in_process_steady_clock,child_process_wait4,12348,12348,,25,404,,,63,612
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,prim,pairing,0,313,0.020568,0.0289063,0.020568,0.013477,0.052674,3,in_process_steady_clock,child_process_wait4,12348,12348,,25,404,,,63,1400
synthetic,superdense_er_np,25,202,16.16,20,"n=25,p=0.65",2,prim,fibonacci,0,313,0.018713,0.029401,0.018713,0.013926,0.055564,3,in_process_steady_clock,child_process_wait4,12348,12348,,25,404,,,63,2112
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,binary,0,966,0.052855,0.0528617,0.052855,0.030137,0.075593,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,141,,1224
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,pairing,0,966,0.059597,0.0691267,0.059597,0.045768,0.102015,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,141,,2800
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,fibonacci,0,966,0.05865,0.0694917,0.05865,0.046389,0.103436,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,141,,3712
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,binary,25,639,0.042993,0.0491747,0.042993,0.029349,0.075182,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,129,,1224
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,pairing,25,639,0.059867,0.0658353,0.059867,0.044668,0.092971,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,129,,2800
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,fibonacci,25,639,0.057343,0.0678513,0.057343,0.04539,0.100821,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,129,,3712
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,binary,49,834,0.042765,0.0492013,0.042765,0.028657,0.076182,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,152,,1224
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,pairing,49,834,0.060461,0.0671817,0.060461,0.046319,0.094765,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,152,,2800
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,dijkstra,fibonacci,49,834,0.059689,0.073956,0.059689,0.046409,0.11577,3,in_process_steady_clock,child_process_wait4,12348,12348,50,,1346,673,152,,3712
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,prim,binary,0,209,0.044676,0.0497793,0.044676,0.028578,0.076084,3,in_process_steady_clock,child_process_wait4,12348,12348,,50,1346,,,176,1224
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,prim,pairing,0,209,0.054538,0.061408,0.054538,0.040445,0.089241,3,in_process_steady_clock,child_process_wait4,12348,12348,,50,1346,,,176,2800
synthetic,superdense_er_np,50,673,26.92,33,"n=50,p=0.5",2,prim,fibonacci,0,209,0.060365,0.0693813,0.060365,0.04726,0.100519,3,in_process_steady_clock,child_process_wait4,12348,12348,,50,1346,,,176,3712
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,binary,0,1633,0.109168,0.128219,0.109168,0.098131,0.177357,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,326,,2448
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,pairing,0,1633,0.180485,0.173027,0.180485,0.134017,0.204579,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,326,,5600
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,fibonacci,0,1633,0.15825,0.170476,0.15825,0.143625,0.209554,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,326,,6912
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,binary,50,1500,0.1068,0.116503,0.1068,0.084363,0.158347,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,300,,2448
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,pairing,50,1500,0.146303,0.15688,0.146303,0.129572,0.194764,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,300,,5600
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,fibonacci,50,1500,0.168337,0.17461,0.168337,0.15426,0.201234,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,300,,6912
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,binary,99,2034,0.112998,0.119388,0.112998,0.089303,0.155864,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,284,,2448
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,pairing,99,2034,0.153269,0.158323,0.153269,0.129021,0.192679,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,284,,5600
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,dijkstra,fibonacci,99,2034,0.153113,0.166454,0.153113,0.137739,0.20851,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,3652,1826,284,,6912
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,prim,binary,0,354,0.116228,0.126009,0.116228,0.095026,0.166774,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,3652,,,394,2448
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,prim,pairing,0,354,0.138122,0.146961,0.138122,0.118026,0.184736,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,3652,,,394,5600
synthetic,superdense_er_np,100,1826,36.52,48,"n=100,p=0.35",2,prim,fibonacci,0,354,0.156395,0.167789,0.156395,0.140603,0.20637,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,3652,,,394,6912
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,binary,0,3413,0.008198,0.0117923,0.008198,0.003783,0.023396,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,29,,228
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,pairing,0,3413,0.011652,0.0190557,0.011652,0.007108,0.038407,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,29,,1400
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,fibonacci,0,3413,0.00882,0.0194677,0.00882,0.006562,0.043021,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,29,,2112
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,binary,12,2799,0.009267,0.013586,0.009267,0.004607,0.026884,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,30,,356
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,pairing,12,2799,0.014063,0.0213087,0.014063,0.009452,0.040411,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,30,,1400
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,fibonacci,12,2799,0.010791,0.0205383,0.010791,0.007498,0.043326,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,30,,2112
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,binary,24,4142,0.008419,0.0117127,0.008419,0.004217,0.022502,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,27,,228
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,pairing,24,4142,0.011813,0.0185503,0.011813,0.006872,0.036966,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,27,,1400
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,dijkstra,fibonacci,24,4142,0.008236,0.0182183,0.008236,0.006342,0.040077,3,in_process_steady_clock,child_process_wait4,12348,12348,25,,80,40,27,,2112
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,prim,binary,0,801,0.008501,0.0125683,0.008501,0.004746,0.024458,3,in_process_steady_clock,child_process_wait4,12348,12348,,25,80,,,35,228
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,prim,pairing,0,801,0.010581,0.018079,0.010581,0.00621,0.037446,3,in_process_steady_clock,child_process_wait4,12348,12348,,25,80,,,35,1400
synthetic,grid_2d,25,40,3.2,4,"rows=5,cols=5",2,prim,fibonacci,0,801,0.008049,0.0212973,0.008049,0.006135,0.049708,3,in_process_steady_clock,child_process_wait4,12348,12348,,25,80,,,35,2112
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,binary,0,13472,0.018099,0.024743,0.018099,0.011166,0.044964,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,87,,512
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,pairing,0,13472,0.03126,0.0415917,0.03126,0.024066,0.069449,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,87,,3584
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,fibonacci,0,13472,0.036172,0.0438113,0.036172,0.019857,0.075405,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,87,,4608
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,binary,32,11441,0.01879,0.024713,0.01879,0.011551,0.043798,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,85,,512
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,pairing,32,11441,0.030133,0.0416427,0.030133,0.022863,0.071932,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,85,,3584
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,fibonacci,32,11441,0.027098,0.041241,0.027098,0.020899,0.075726,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,85,,4608
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,binary,63,16095,0.018761,0.0242903,0.018761,0.01083,0.04328,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,78,,512
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,pairing,63,16095,0.030552,0.0415843,0.030552,0.022508,0.071693,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,78,,3584
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,dijkstra,fibonacci,63,16095,0.025324,0.039213,0.025324,0.01932,0.072995,3,in_process_steady_clock,child_process_wait4,12348,12348,64,,224,112,78,,4608
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,prim,binary,0,1914,0.02136,0.0302493,0.02136,0.014083,0.055305,3,in_process_steady_clock,child_process_wait4,12348,12348,,64,224,,,98,512
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,prim,pairing,0,1914,0.029065,0.0395973,0.029065,0.020865,0.068862,3,in_process_steady_clock,child_process_wait4,12348,12348,,64,224,,,98,3584
synthetic,grid_2d,64,112,3.5,4,"rows=8,cols=8",2,prim,fibonacci,0,1914,0.02785,0.0417673,0.02785,0.020372,0.07708,3,in_process_steady_clock,child_process_wait4,12348,12348,,64,224,,,98,4608
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,binary,0,30201,0.027154,0.0362733,0.027154,0.0187,0.062966,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,120,,656
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,pairing,0,30201,0.049545,0.062008,0.049545,0.040929,0.09555,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,120,,5600
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,fibonacci,0,30201,0.046066,0.0588027,0.046066,0.035407,0.094935,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,120,,6912
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,binary,50,25636,0.029511,0.0375573,0.029511,0.019483,0.063678,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,127,,912
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,pairing,50,25636,0.050361,0.0605937,0.050361,0.041663,0.089757,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,127,,5600
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,fibonacci,50,25636,0.049553,0.0623877,0.049553,0.038454,0.099156,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,127,,6912
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,binary,99,30177,0.028349,0.0362867,0.028349,0.019028,0.061483,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,125,,656
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,pairing,99,30177,0.067889,0.0667973,0.067889,0.041144,0.091359,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,125,,5600
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,dijkstra,fibonacci,99,30177,0.044137,0.058048,0.044137,0.03581,0.094197,3,in_process_steady_clock,child_process_wait4,12348,12348,100,,360,180,125,,6912
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,prim,binary,0,3183,0.035429,0.043078,0.035429,0.02311,0.070695,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,360,,,148,912
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,prim,pairing,0,3183,0.044775,0.0545907,0.044775,0.034269,0.084728,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,360,,,148,5600
synthetic,grid_2d,100,180,3.6,4,"rows=10,cols=10",2,prim,fibonacci,0,3183,0.049961,0.062494,0.049961,0.03877,0.098751,3,in_process_steady_clock,child_process_wait4,12348,12348,,100,360,,,148,6912
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,binary,0,439165,2.80539,2.96762,2.80539,2.52386,3.57361,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6406,,49400
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,pairing,0,439165,5.088,4.91291,5.088,4.20201,5.4487,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6406,,232848
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,fibonacci,0,439165,6.14611,6.06199,6.14611,5.57054,6.46932,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6406,,266624
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,binary,2079,577655,2.77966,2.8405,2.77966,2.77937,2.96248,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6415,,49400
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,pairing,2079,577655,5.06215,4.56351,5.06215,3.24613,5.38225,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6415,,232848
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,fibonacci,2079,577655,6.12548,5.91831,6.12548,5.19577,6.43367,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6415,,266624
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,binary,4157,427530,2.7782,2.83517,2.7782,2.76206,2.96526,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6391,,49400
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,pairing,4157,427530,5.04291,4.60556,5.04291,3.36998,5.40379,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6391,,232848
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,dijkstra,fibonacci,4157,427530,6.12353,5.71867,6.12353,4.62645,6.40602,3,in_process_steady_clock,child_process_wait4,12348,12348,4158,,26844,13422,6391,,266624
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,prim,binary,0,70265,3.03702,3.09585,3.03702,3.0305,3.22004,3,in_process_steady_clock,child_process_wait4,12348,12348,,4158,26844,,,7450,49400
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,prim,pairing,0,70265,3.85472,3.84888,3.85472,3.52993,4.16199,3,in_process_steady_clock,child_process_wait4,12348,12348,,4158,26844,,,7450,232848
snap,snap_ca-GrQc,4158,13422,6.45599,81,"dataset=ca-GrQc,component=largest,max_edges=50000",2,prim,fibonacci,0,70265,4.92436,5.03133,4.92436,4.71688,5.45276,3,in_process_steady_clock,child_process_wait4,12348,12348,,4158,26844,,,7450,266624
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,binary,0,9.28854e+06,4.89508,5.45369,4.89508,3.87253,7.59346,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13184,,53492
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,pairing,0,9.28854e+06,9.07692,8.82877,9.07692,6.0052,11.4042,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13184,,634200
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,fibonacci,0,9.28854e+06,8.45888,9.18913,8.45888,6.52814,12.5804,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13184,,725312
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,binary,5662,1.18883e+07,5.68647,5.06347,5.68647,3.60425,5.89969,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13183,,53492
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,pairing,5662,1.18883e+07,7.34663,8.18022,7.34663,5.90166,11.2924,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13183,,634200
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,fibonacci,5662,1.18883e+07,8.95448,9.32725,8.95448,6.54101,12.4863,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13183,,725312
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,binary,11324,1.01691e+07,5.54779,5.62833,5.54779,5.27451,6.06268,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13182,,53492
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,pairing,11324,1.01691e+07,8.7169,8.70411,8.7169,6.24817,11.1473,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13182,,634200
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,dijkstra,fibonacci,11324,1.01691e+07,7.93678,8.81641,7.93678,5.80811,12.7043,3,in_process_steady_clock,child_process_wait4,12348,12348,11325,,32428,16214,13182,,725312
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,prim,binary,0,264009,5.83976,5.70303,5.83976,4.2356,7.03372,3,in_process_steady_clock,child_process_wait4,12348,12348,,11325,32428,,,14883,78068
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,prim,pairing,0,264009,6.14575,6.12178,6.14575,5.5271,6.6925,3,in_process_steady_clock,child_process_wait4,12348,12348,,11325,32428,,,14883,634200
snap,snap_roadNet-PA,11325,16214,2.8634,7,"dataset=roadNet-PA,component=largest,max_edges=50000",2,prim,fibonacci,0,264009,6.22423,7.18888,6.22423,5.68842,9.65397,3,in_process_steady_clock,child_process_wait4,12348,12348,,11325,32428,,,14883,725312
snap,snap_roadNet-CA,11183,17875,3.19682,8,"dataset=roadNet-CA,component=largest,max_edges=50000",2,dijkstra,binary,0,1.10384e+07,5.75028,5.86578,5.75028,5.04228,6.80478,3,in_process_steady_clock,child_process_wait4,12348,12348,11183,,35750,17875,13695,,52924
