algorithm,graph_source,graph_family,graph_size,graph_parameters,heap_type,row_count,runtime_measurement,rss_measurement,max_edge_scan_count,max_max_rss_kbytes,max_max_runtime_ms,max_mean_runtime_ms,max_median_max_rss_kbytes,max_median_runtime_ms,max_min_runtime_ms,max_priority_queue_memory_bytes,max_relax_attempt_count,max_runtime_ms,max_successful_key_update_count,max_successful_relax_count,mean_edge_scan_count,mean_max_rss_kbytes,mean_max_runtime_ms,mean_mean_runtime_ms,mean_median_max_rss_kbytes,mean_median_runtime_ms,mean_min_runtime_ms,mean_priority_queue_memory_bytes,mean_relax_attempt_count,mean_runtime_ms,mean_successful_key_update_count,mean_successful_relax_count,median_edge_scan_count,median_max_rss_kbytes,median_max_runtime_ms,median_mean_runtime_ms,median_median_max_rss_kbytes,median_median_runtime_ms,median_min_runtime_ms,median_priority_queue_memory_bytes,median_relax_attempt_count,median_runtime_ms,median_successful_key_update_count,median_successful_relax_count,min_edge_scan_count,min_max_rss_kbytes,min_max_runtime_ms,min_mean_runtime_ms,min_median_max_rss_kbytes,min_median_runtime_ms,min_min_runtime_ms,min_priority_queue_memory_bytes,min_relax_attempt_count,min_runtime_ms,min_successful_key_update_count,min_successful_relax_count
dijkstra,synthetic,medium_er_np,100,"n=100,p=0.08",binary,30,in_process_steady_clock,child_process_wait4,1022.0,22136.0,0.137886,0.0788107,22136.0,0.070519,0.054709,2448.0,511.0,0.070519,,217.0,960.8,13326.8,0.11173516666666665,0.07005610333333333,13326.8,0.05730146666666667,0.04113166666666667,2448.0,480.4,0.05730146666666667,,191.83333333333334,960.0,12348.0,0.1099965,0.06941634999999999,12348.0,0.056502,0.0404545,2448.0,480.0,0.056502,,190.0,912.0,12348.0,0.101469,0.065117,12348.0,0.053709,0.038533,2448.0,456.0,0.053709,,175.0
dijkstra,synthetic,medium_er_np,100,"n=100,p=0.08",fibonacci,30,in_process_steady_clock,child_process_wait4,1022.0,22136.0,0.154174,0.119145,22136.0,0.124987,0.099222,6912.0,511.0,0.124987,,217.0,960.8,13326.8,0.14674556666666666,0.1105636,13326.8,0.09939903333333334,0.08554616666666667,6912.0,480.4,0.09939903333333334,,191.83333333333334,960.0,12348.0,0.146625,0.110763,12348.0,0.09693650000000001,0.08476449999999999,6912.0,480.0,0.09693650000000001,,190.0,912.0,12348.0,0.139204,0.102447,12348.0,0.090291,0.077679,6912.0,456.0,0.090291,,175.0
dijkstra,synthetic,medium_er_np,100,"n=100,p=0.08",pairing,30,in_process_steady_clock,child_process_wait4,1022.0,22136.0,0.17179,0.110726,22136.0,0.101274,0.084103,5600.0,511.0,0.101274,,217.0,960.8,13326.8,0.13624836666666665,0.10012726333333334,13326.8,0.08989553333333333,0.07423793333333335,5600.0,480.4,0.08989553333333333,,191.83333333333334,960.0,12348.0,0.1337385,0.10000365,12348.0,0.08899,0.073985,5600.0,480.0,0.08899,,190.0,912.0,12348.0,0.12644,0.0941303,12348.0,0.083345,0.069411,5600.0,456.0,0.083345,,175.0
dijkstra,synthetic,medium_er_np,25,"n=25,p=0.2",binary,30,in_process_steady_clock,child_process_wait4,186.0,22136.0,0.036238,0.0187583,22136.0,0.013091,0.007397,612.0,93.0,0.013091,,48.0,157.2,13326.8,0.029813333333333338,0.015830293333333332,13326.8,0.011392900000000003,0.006284666666666665,441.3333333333333,78.6,0.011392900000000003,,38.86666666666667,149.0,12348.0,0.029519999999999998,0.0156338,12348.0,0.011257,0.006301,356.0,74.5,0.011257,,37.5,134.0,12348.0,0.023665,0.013416,12348.0,0.009857,0.005407,356.0,67.0,0.009857,,32.0
dijkstra,synthetic,medium_er_np,25,"n=25,p=0.2",fibonacci,30,in_process_steady_clock,child_process_wait4,186.0,22136.0,0.054243,0.0281787,22136.0,0.019896,0.011412,2112.0,93.0,0.019896,,48.0,157.2,13326.8,0.04684536666666668,0.023792256666666668,13326.8,0.014477266666666665,0.010054133333333333,2112.0,78.6,0.014477266666666665,,38.86666666666667,149.0,12348.0,0.047091,0.02380065,12348.0,0.014274499999999999,0.01006,2112.0,74.5,0.014274499999999999,,37.5,134.0,12348.0,0.042455,0.021705,12348.0,0.012486,0.008874,2112.0,67.0,0.012486,,32.0
dijkstra,synthetic,medium_er_np,25,"n=25,p=0.2",pairing,30,in_process_steady_clock,child_process_wait4,186.0,22136.0,0.04727,0.0278313,22136.0,0.023134,0.016453,1400.0,93.0,0.023134,,48.0,157.2,13326.8,0.04199289999999999,0.023295699999999996,13326.8,0.016851833333333337,0.011042366666666668,1400.0,78.6,0.016851833333333337,,38.86666666666667,149.0,12348.0,0.0419015,0.023185499999999998,12348.0,0.016487500000000002,0.010862,1400.0,74.5,0.016487500000000002,,37.5,134.0,12348.0,0.037248,0.020543,12348.0,0.014905,0.009207,1400.0,67.0,0.014905,,32.0
dijkstra,synthetic,medium_er_np,50,"n=50,p=0.12",binary,30,in_process_steady_clock,child_process_wait4,398.0,22136.0,0.05732,0.0319867,22136.0,0.025018,0.015943,1224.0,199.0,0.025018,,95.0,373.2,13326.8,0.05000123333333333,0.029282526666666663,13326.8,0.023287099999999998,0.014559233333333331,933.8666666666667,186.6,0.023287099999999998,,83.86666666666666,376.0,12348.0,0.050089,0.0293422,12348.0,0.023244,0.014549,712.0,188.0,0.023244,,83.0,348.0,12348.0,0.041601,0.025619,12348.0,0.02145,0.012482,712.0,174.0,0.02145,,77.0
dijkstra,synthetic,medium_er_np,50,"n=50,p=0.12",fibonacci,30,in_process_steady_clock,child_process_wait4,398.0,22136.0,0.104414,0.0568863,22136.0,0.047588,0.0389,3712.0,199.0,0.047588,,95.0,373.2,13326.8,0.0793322,0.04799646333333333,13326.8,0.03710903333333334,0.02754816666666667,3712.0,186.6,0.03710903333333334,,83.86666666666666,376.0,12348.0,0.07973849999999999,0.046878500000000004,12348.0,0.036357,0.0271855,3712.0,188.0,0.036357,,83.0,348.0,12348.0,0.070343,0.042943,12348.0,0.033548,0.024516,3712.0,174.0,0.033548,,77.0
dijkstra,synthetic,medium_er_np,50,"n=50,p=0.12",pairing,30,in_process_steady_clock,child_process_wait4,398.0,22136.0,0.10506,0.0562897,22136.0,0.040746,0.036663,2800.0,199.0,0.040746,,95.0,373.2,13326.8,0.07089113333333333,0.04521900333333332,13326.8,0.037014033333333335,0.027751833333333326,2800.0,186.6,0.037014033333333335,,83.86666666666666,376.0,12348.0,0.068905,0.0445865,12348.0,0.0366975,0.027354499999999997,2800.0,188.0,0.0366975,,83.0,348.0,12348.0,0.062195,0.041953,12348.0,0.034169,0.026001,2800.0,174.0,0.034169,,77.0
dijkstra,synthetic,sparse_er_nm,100,"n=100,m=300",binary,30,in_process_steady_clock,child_process_wait4,600.0,22136.0,0.112968,0.0660107,22136.0,0.068193,0.045625,1424.0,300.0,0.068193,,173.0,600.0,13326.8,0.08397346666666666,0.054497680000000014,13326.8,0.046908700000000005,0.03261086666666667,1424.0,300.0,0.046908700000000005,,155.53333333333333,600.0,12348.0,0.082651,0.053482299999999997,12348.0,0.0457585,0.031892500000000004,1424.0,300.0,0.0457585,,155.5,600.0,12348.0,0.078376,0.05151,12348.0,0.044243,0.030561,1424.0,300.0,0.044243,,144.0
dijkstra,synthetic,sparse_er_nm,100,"n=100,m=300",fibonacci,30,in_process_steady_clock,child_process_wait4,600.0,22136.0,0.138185,0.100506,22136.0,0.094311,0.075444,6912.0,300.0,0.094311,,173.0,600.0,13326.8,0.13319820000000002,0.09559439333333336,13326.8,0.08361566666666669,0.06996929999999998,6912.0,300.0,0.08361566666666669,,155.53333333333333,600.0,12348.0,0.1333365,0.0953905,12348.0,0.0824835,0.0700595,6912.0,300.0,0.0824835,,155.5,600.0,12348.0,0.127467,0.0916727,12348.0,0.077532,0.065503,6912.0,300.0,0.077532,,144.0
dijkstra,synthetic,sparse_er_nm,100,"n=100,m=300",pairing,30,in_process_steady_clock,child_process_wait4,600.0,22136.0,0.131091,0.0910757,22136.0,0.088055,0.065778,5600.0,300.0,0.088055,,173.0,600.0,13326.8,0.12086803333333333,0.08704208666666664,13326.8,0.07644853333333332,0.06380970000000001,5600.0,300.0,0.07644853333333332,,155.53333333333333,600.0,12348.0,0.120172,0.0868612,12348.0,0.0760625,0.0638545,5600.0,300.0,0.0760625,,155.5,600.0,12348.0,0.112873,0.0836643,12348.0,0.072899,0.061083,5600.0,300.0,0.072899,,144.0
dijkstra,synthetic,sparse_er_nm,25,"n=25,m=75",binary,30,in_process_steady_clock,child_process_wait4,150.0,22132.0,0.033328,0.0182963,22132.0,0.017787,0.009756,612.0,75.0,0.017787,,47.0,150.0,13326.4,0.0161186,0.008941397666666667,13326.4,0.006787266666666667,0.003918333333333333,415.73333333333335,75.0,0.006787266666666667,,37.86666666666667,150.0,12348.0,0.016445500000000002,0.008729,12348.0,0.006026,0.003424,356.0,75.0,0.006026,,38.0,150.0,12348.0,0.006324,0.004183,12348.0,0.003648,0.002336,356.0,75.0,0.003648,,30.0
dijkstra,synthetic,sparse_er_nm,25,"n=25,m=75",fibonacci,30,in_process_steady_clock,child_process_wait4,150.0,22132.0,0.047592,0.025452,22132.0,0.018016,0.013084,2112.0,75.0,0.018016,,47.0,150.0,13326.4,0.0354399,0.018056366666666667,13326.4,0.010946466666666666,0.007782733333333334,2112.0,75.0,0.010946466666666666,,37.86666666666667,150.0,12348.0,0.035738,0.01797865,12348.0,0.010909,0.007562,2112.0,75.0,0.010909,,38.0,150.0,12348.0,0.01973,0.0100303,12348.0,0.006053,0.004215,2112.0,75.0,0.006053,,30.0
dijkstra,synthetic,sparse_er_nm,25,"n=25,m=75",pairing,30,in_process_steady_clock,child_process_wait4,150.0,22132.0,0.461918,0.162303,22132.0,0.021919,0.011047,1400.0,75.0,0.021919,,47.0,150.0,13326.4,0.09497806666666665,0.03799725,13326.4,0.011451966666666667,0.007561766666666665,1400.0,75.0,0.011451966666666667,,37.86666666666667,150.0,12348.0,0.039846,0.022050649999999998,12348.0,0.010762,0.0069635,1400.0,75.0,0.010762,,38.0,150.0,12348.0,0.021526,0.0121303,12348.0,0.00582,0.004434,1400.0,75.0,0.00582,,30.0
dijkstra,synthetic,sparse_er_nm,50,"n=50,m=150",binary,30,in_process_steady_clock,child_process_wait4,300.0,22136.0,0.056687,0.030635,22136.0,0.030802,0.014929,1224.0,150.0,0.030802,,84.0,300.0,13326.533333333333,0.0471805,0.027794370000000002,13326.533333333333,0.02250026666666666,0.013702333333333337,746.1333333333333,150.0,0.02250026666666666,,75.86666666666666,300.0,12348.0,0.046726500000000004,0.02758115,12348.0,0.022040999999999998,0.0135785,712.0,150.0,0.022040999999999998,,76.0,300.0,12348.0,0.041247,0.025151,12348.0,0.020281,0.012724,712.0,150.0,0.020281,,68.0
dijkstra,synthetic,sparse_er_nm,50,"n=50,m=150",fibonacci,30,in_process_steady_clock,child_process_wait4,300.0,22136.0,0.08332,0.0570663,22136.0,0.072031,0.030186,3712.0,150.0,0.072031,,84.0,300.0,13326.533333333333,0.07579723333333335,0.045368746666666675,13326.533333333333,0.03503116666666666,0.02527783333333333,3712.0,150.0,0.03503116666666666,,75.86666666666666,300.0,12348.0,0.0764135,0.04484785,12348.0,0.033481,0.025151,3712.0,150.0,0.033481,,76.0,300.0,12348.0,0.069691,0.0417103,12348.0,0.031495,0.02362,3712.0,150.0,0.031495,,68.0
dijkstra,synthetic,sparse_er_nm,50,"n=50,m=150",pairing,30,in_process_steady_clock,child_process_wait4,300.0,22136.0,0.07428,0.046297,22136.0,0.045356,0.02797,2800.0,150.0,0.045356,,84.0,300.0,13326.533333333333,0.0673211,0.04263310666666667,13326.533333333333,0.03460846666666666,0.02596973333333334,2800.0,150.0,0.03460846666666666,,75.86666666666666,300.0,12348.0,0.0671805,0.0424428,12348.0,0.034241999999999995,0.025974,2800.0,150.0,0.034241999999999995,,76.0,300.0,12348.0,0.061172,0.039078,12348.0,0.031243,0.02418,2800.0,150.0,0.031243,,68.0
dijkstra,synthetic,superdense_er_np,100,"n=100,p=0.35",binary,30,in_process_steady_clock,child_process_wait4,3692.0,22136.0,0.181304,0.128219,22136.0,0.113796,0.10396,2448.0,1846.0,0.113796,,326.0,3617.4,13326.8,0.16357730000000004,0.11963523333333335,13326.8,0.10696743333333333,0.08836106666666667,2448.0,1808.7,0.10696743333333333,,301.3333333333333,3632.0,12348.0,0.16021649999999998,0.1192145,12348.0,0.10667599999999999,0.086906,2448.0,1816.0,0.10667599999999999,,299.5,3434.0,12348.0,0.149178,0.113474,12348.0,0.10278,0.083532,2448.0,1717.0,0.10278,,274.0
dijkstra,synthetic,superdense_er_np,100,"n=100,p=0.35",fibonacci,30,in_process_steady_clock,child_process_wait4,3692.0,22136.0,0.245694,0.18694,22136.0,0.168337,0.15426,6912.0,1846.0,0.168337,,326.0,3617.4,13326.8,0.20918210000000004,0.1687164666666666,13326.8,0.1556238666666667,0.14134336666666672,6912.0,1808.7,0.1556238666666667,,301.3333333333333,3632.0,12348.0,0.206072,0.1676145,12348.0,0.1549865,0.1398675,6912.0,1816.0,0.1549865,,299.5,3434.0,12348.0,0.199026,0.161003,12348.0,0.148062,0.133452,6912.0,1717.0,0.148062,,274.0
dijkstra,synthetic,superdense_er_np,100,"n=100,p=0.35",pairing,30,in_process_steady_clock,child_process_wait4,3692.0,22136.0,0.227334,0.173027,22136.0,0.180485,0.145778,5600.0,1846.0,0.180485,,326.0,3617.4,13326.8,0.19719293333333335,0.15980923333333333,13326.8,0.15124639999999995,0.1309882333333333,5600.0,1808.7,0.15124639999999995,,301.3333333333333,3632.0,12348.0,0.1948615,0.158993,12348.0,0.147548,0.130058,5600.0,1816.0,0.147548,,299.5,3434.0,12348.0,0.188545,0.152271,12348.0,0.139887,0.122352,5600.0,1717.0,0.139887,,274.0
dijkstra,synthetic,superdense_er_np,25,"n=25,p=0.65",binary,30,in_process_steady_clock,child_process_wait4,436.0,22136.0,0.056762,0.027362,22136.0,0.017451,0.010338,612.0,218.0,0.017451,,64.0,404.6,13326.8,0.03953246666666666,0.021615776666666663,13326.8,0.016094499999999998,0.009220366666666669,612.0,202.3,0.016094499999999998,,56.233333333333334,405.0,12348.0,0.03856,0.0213508,12348.0,0.0160275,0.009144,612.0,202.5,0.0160275,,57.5,388.0,12348.0,0.031918,0.0184763,12348.0,0.014573,0.008204,612.0,194.0,0.014573,,45.0
dijkstra,synthetic,superdense_er_np,25,"n=25,p=0.65",fibonacci,30,in_process_steady_clock,child_process_wait4,436.0,22136.0,0.061431,0.0389187,22136.0,0.047641,0.016389,2112.0,218.0,0.047641,,64.0,404.6,13326.8,0.05375076666666667,0.029579719999999993,13326.8,0.0212195,0.013768866666666664,2112.0,202.3,0.0212195,,56.233333333333334,405.0,12348.0,0.05469,0.0294005,12348.0,0.019827,0.013828,2112.0,202.5,0.019827,,57.5,388.0,12348.0,0.047661,0.0263233,12348.0,0.018182,0.012249,2112.0,194.0,0.018182,,45.0
dijkstra,synthetic,superdense_er_np,25,"n=25,p=0.65",pairing,30,in_process_steady_clock,child_process_wait4,436.0,22136.0,0.05779,0.0342137,22136.0,0.036255,0.015682,1400.0,218.0,0.036255,,64.0,404.6,13326.8,0.04951339999999999,0.028666270000000004,13326.8,0.0221771,0.014308300000000003,1400.0,202.3,0.0221771,,56.233333333333334,405.0,12348.0,0.048904500000000004,0.02841285,12348.0,0.021714499999999998,0.0143595,1400.0,202.5,0.021714499999999998,,57.5,388.0,12348.0,0.04456,0.026016,12348.0,0.019644,0.013081,1400.0,194.0,0.019644,,45.0
dijkstra,synthetic,superdense_er_np,50,"n=50,p=0.5",binary,30,in_process_steady_clock,child_process_wait4,1346.0,22136.0,0.086609,0.0528617,22136.0,0.052855,0.031003,1224.0,673.0,0.052855,,156.0,1272.4,13326.8,0.07326466666666666,0.04786352000000001,13326.8,0.04193576666666668,0.028390133333333335,1224.0,636.2,0.04193576666666668,,137.4,1260.0,12348.0,0.0730065,0.04765065,12348.0,0.0413785,0.028203,1224.0,630.0,0.0413785,,138.0,1230.0,12348.0,0.066099,0.043964,12348.0,0.039603,0.025994,1224.0,615.0,0.039603,,119.0
dijkstra,synthetic,superdense_er_np,50,"n=50,p=0.5",fibonacci,30,in_process_steady_clock,child_process_wait4,1346.0,22136.0,0.11577,0.073956,22136.0,0.070038,0.051537,3712.0,673.0,0.070038,,156.0,1272.4,13326.8,0.1030624666666667,0.06924233333333334,13326.8,0.05918136666666667,0.04548316666666667,3712.0,636.2,0.05918136666666667,,137.4,1260.0,12348.0,0.1018295,0.0688493,12348.0,0.057663,0.045306,3712.0,630.0,0.057663,,138.0,1230.0,12348.0,0.094648,0.065365,12348.0,0.055246,0.043085,3712.0,615.0,0.055246,,119.0
dijkstra,synthetic,superdense_er_np,50,"n=50,p=0.5",pairing,30,in_process_steady_clock,child_process_wait4,1346.0,22136.0,0.128764,0.075791,22136.0,0.069717,0.056191,2800.0,673.0,0.069717,,156.0,1272.4,13326.8,0.09615903333333331,0.06615224666666668,13326.8,0.05785806666666668,0.04443963333333333,2800.0,636.2,0.05785806666666668,,137.4,1260.0,12348.0,0.095285,0.0657323,12348.0,0.0574765,0.043633000000000005,2800.0,630.0,0.0574765,,138.0,1230.0,12348.0,0.085985,0.060534,12348.0,0.05378,0.041538,2800.0,615.0,0.05378,,119.0
prim,snap,snap_ca-GrQc,4158,"dataset=ca-GrQc,component=largest,max_edges=50000",binary,10,in_process_steady_clock,child_process_wait4,26844.0,22136.0,3.24685,3.1188,22136.0,3.09028,3.07943,49400.0,,3.09028,7462.0,,26844.0,13326.8,3.2185489999999994,3.105387,13326.8,3.054279,3.0433369999999997,49400.0,,3.054279,7388.7,,26844.0,12348.0,3.22336,3.1048,12348.0,3.053355,3.03898,49400.0,,3.053355,7380.5,,26844.0,12348.0,3.13974,3.08589,12348.0,3.02109,3.01973,49400.0,,3.02109,7293.0,
prim,snap,snap_ca-GrQc,4158,"dataset=ca-GrQc,component=largest,max_edges=50000",fibonacci,10,in_process_steady_clock,child_process_wait4,26844.0,22136.0,5.57078,5.35699,22136.0,5.2664,5.23955,266624.0,,5.2664,7462.0,,26844.0,13326.8,5.502235000000001,5.095991,13326.8,5.157316,4.628424000000001,266624.0,,5.157316,7388.7,,26844.0,12348.0,5.522819999999999,5.2024349999999995,12348.0,5.199615,4.85935,266624.0,,5.199615,7380.5,,26844.0,12348.0,5.32608,4.62388,12348.0,4.92436,3.39641,266624.0,,4.92436,7293.0,
prim,snap,snap_ca-GrQc,4158,"dataset=ca-GrQc,component=largest,max_edges=50000",pairing,10,in_process_steady_clock,child_process_wait4,26844.0,22136.0,4.19127,3.98227,22136.0,3.91955,3.87166,232848.0,,3.91955,7462.0,,26844.0,13326.8,4.132091000000001,3.8863840000000005,13326.8,3.8595279999999996,3.667535,232848.0,,3.8595279999999996,7388.7,,26844.0,12348.0,4.163600000000001,3.901655,12348.0,3.86249,3.76175,232848.0,,3.86249,7380.5,,26844.0,12348.0,3.86802,3.77142,12348.0,3.80668,3.33176,232848.0,,3.80668,7293.0,
prim,snap,snap_roadNet-CA,11183,"dataset=roadNet-CA,component=largest,max_edges=50000",binary,10,in_process_steady_clock,child_process_wait4,35750.0,22136.0,7.24314,6.42593,22136.0,6.89367,5.63381,77500.0,,6.89367,15941.0,,35750.0,13326.8,7.1316559999999996,6.097566,13326.8,6.368409999999999,4.792638999999999,77500.0,,6.368409999999999,15887.3,,35750.0,12348.0,7.134035,6.089565,12348.0,6.399915,4.6632750000000005,77500.0,,6.399915,15886.0,,35750.0,12348.0,7.01844,5.85484,12348.0,5.8405,4.28567,77500.0,,5.8405,15824.0,
prim,snap,snap_roadNet-CA,11183,"dataset=roadNet-CA,component=largest,max_edges=50000",fibonacci,10,in_process_steady_clock,child_process_wait4,35750.0,22136.0,10.3605,7.89987,22136.0,8.26236,5.8781,716224.0,,8.26236,15941.0,,35750.0,13326.8,9.828835,7.5671729999999995,13326.8,7.154763,5.717921,716224.0,,7.154763,15887.3,,35750.0,12348.0,9.807475,7.51135,12348.0,6.9577,5.69666,716224.0,,6.9577,15886.0,,35750.0,12348.0,9.59185,7.20862,12348.0,6.30815,5.59824,716224.0,,6.30815,15824.0,
prim,snap,snap_roadNet-CA,11183,"dataset=roadNet-CA,component=largest,max_edges=50000",pairing,10,in_process_steady_clock,child_process_wait4,35750.0,22136.0,6.9729,6.21037,22136.0,6.30231,5.73741,626248.0,,6.30231,15941.0,,35750.0,13326.8,6.860795,5.946306000000001,13326.8,5.9428730000000005,5.035251,626248.0,,5.9428730000000005,15887.3,,35750.0,12348.0,6.87141,6.016525,12348.0,6.047445,5.00141,626248.0,,6.047445,15886.0,,35750.0,12348.0,6.73827,5.46465,12348.0,5.39795,4.1855,626248.0,,5.39795,15824.0,
prim,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",binary,10,in_process_steady_clock,child_process_wait4,32428.0,22136.0,7.11504,6.46166,22136.0,6.79705,5.54479,78068.0,,6.79705,14930.0,,32428.0,13326.8,7.041781,5.921576,13326.8,6.204579999999999,4.518367,78068.0,,6.204579999999999,14889.0,,32428.0,12348.0,7.033505,5.88633,12348.0,6.196149999999999,4.27023,78068.0,,6.196149999999999,14888.5,,32428.0,12348.0,6.97026,5.70303,12348.0,5.66606,4.20949,78068.0,,5.66606,14851.0,
prim,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",fibonacci,10,in_process_steady_clock,child_process_wait4,32428.0,22136.0,9.67832,7.97431,22136.0,8.52032,5.83714,725312.0,,8.52032,14930.0,,32428.0,13326.8,9.610617,7.534345,13326.8,7.302812999999999,5.689601000000001,725312.0,,7.302812999999999,14889.0,,32428.0,12348.0,9.64417,7.50764,12348.0,7.179304999999999,5.69477,725312.0,,7.179304999999999,14888.5,,32428.0,12348.0,9.36821,7.18888,12348.0,6.22423,5.52923,725312.0,,6.22423,14851.0,
prim,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",pairing,10,in_process_steady_clock,child_process_wait4,32428.0,22136.0,6.78874,6.16039,22136.0,6.14575,5.62939,634200.0,,6.14575,14930.0,,32428.0,13326.8,6.704584,5.892257,13326.8,5.743377000000001,5.2288120000000005,634200.0,,5.743377000000001,14889.0,,32428.0,12348.0,6.710015,5.950950000000001,12348.0,5.64473,5.502335,634200.0,,5.64473,14888.5,,32428.0,12348.0,6.58024,5.58083,12348.0,5.45644,4.42716,634200.0,,5.45644,14851.0,
prim,synthetic,dense_er_np,100,"n=100,p=0.18",binary,10,in_process_steady_clock,child_process_wait4,2004.0,22136.0,0.148156,0.098603,22136.0,0.09415,0.06839,2448.0,,0.09415,315.0,,1933.6,13326.8,0.13541609999999998,0.09411619999999998,13326.8,0.08366480000000001,0.06326770000000001,2448.0,,0.08366480000000001,298.9,,1928.0,12348.0,0.133347,0.09385299999999999,12348.0,0.0828565,0.06317400000000001,2448.0,,0.0828565,298.5,,1870.0,12348.0,0.128887,0.0904033,12348.0,0.079011,0.059123,2448.0,,0.079011,287.0,
prim,synthetic,dense_er_np,100,"n=100,p=0.18",fibonacci,10,in_process_steady_clock,child_process_wait4,2004.0,22136.0,0.209808,0.146283,22136.0,0.128993,0.116297,6912.0,,0.128993,315.0,,1933.6,13326.8,0.17678970000000002,0.1339902,13326.8,0.1199452,0.1052357,6912.0,,0.1199452,298.9,,1928.0,12348.0,0.17096699999999998,0.132278,12348.0,0.11944350000000001,0.10355349999999999,6912.0,,0.11944350000000001,298.5,,1870.0,12348.0,0.165926,0.127782,12348.0,0.114203,0.096014,6912.0,,0.114203,287.0,
prim,synthetic,dense_er_np,100,"n=100,p=0.18",pairing,10,in_process_steady_clock,child_process_wait4,2004.0,22136.0,0.166609,0.122242,22136.0,0.108825,0.092865,5600.0,,0.108825,315.0,,1933.6,13326.8,0.15370540000000002,0.1153334,13326.8,0.1045924,0.08770220000000001,5600.0,,0.1045924,298.9,,1928.0,12348.0,0.152405,0.115407,12348.0,0.105319,0.08783750000000001,5600.0,,0.105319,298.5,,1870.0,12348.0,0.146893,0.111962,12348.0,0.098025,0.08223,5600.0,,0.098025,287.0,
prim,synthetic,dense_er_np,25,"n=25,p=0.35",binary,10,in_process_steady_clock,child_process_wait4,266.0,22136.0,0.037821,0.0209283,22136.0,0.015929,0.009035,612.0,,0.015929,66.0,,239.2,13326.8,0.035388100000000006,0.01909999,13326.8,0.0141181,0.007793799999999999,612.0,,0.0141181,57.3,,233.0,12348.0,0.035524,0.0191268,12348.0,0.0140115,0.007916,612.0,,0.0140115,57.0,,216.0,12348.0,0.030929,0.0172743,12348.0,0.012394,0.006896,612.0,,0.012394,51.0,
prim,synthetic,dense_er_np,25,"n=25,p=0.35",fibonacci,10,in_process_steady_clock,child_process_wait4,266.0,22136.0,0.052668,0.027994,22136.0,0.019839,0.01292,2112.0,,0.019839,66.0,,239.2,13326.8,0.050147599999999994,0.02642566,13326.8,0.01731,0.011819399999999999,2112.0,,0.01731,57.3,,233.0,12348.0,0.0508785,0.0263393,12348.0,0.017178,0.011718,2112.0,,0.017178,57.0,,216.0,12348.0,0.046548,0.0242197,12348.0,0.015472,0.010639,2112.0,,0.015472,51.0,
prim,synthetic,dense_er_np,25,"n=25,p=0.35",pairing,10,in_process_steady_clock,child_process_wait4,266.0,22136.0,0.053966,0.0294473,22136.0,0.02764,0.013622,1400.0,,0.02764,66.0,,239.2,13326.8,0.0442222,0.025073469999999997,13326.8,0.0192369,0.0117613,1400.0,,0.0192369,57.3,,233.0,12348.0,0.043492,0.0248685,12348.0,0.018445999999999997,0.0114205,1400.0,,0.018445999999999997,57.0,,216.0,12348.0,0.039075,0.0221097,12348.0,0.016362,0.010892,1400.0,,0.016362,51.0,
prim,synthetic,dense_er_np,50,"n=50,p=0.25",binary,10,in_process_steady_clock,child_process_wait4,706.0,22136.0,0.094554,0.049747,22136.0,0.046858,0.028825,1224.0,,0.046858,143.0,,670.2,13326.8,0.06429909999999998,0.03949068,13326.8,0.0330621,0.0211108,1224.0,,0.0330621,130.5,,665.0,12348.0,0.0615755,0.0377865,12348.0,0.0316575,0.0204955,1224.0,,0.0316575,129.5,,634.0,12348.0,0.055539,0.0347657,12348.0,0.029642,0.018779,1224.0,,0.029642,120.0,
prim,synthetic,dense_er_np,50,"n=50,p=0.25",fibonacci,10,in_process_steady_clock,child_process_wait4,706.0,22136.0,0.091042,0.0587747,22136.0,0.054103,0.036759,3712.0,,0.054103,143.0,,670.2,13326.8,0.0869498,0.05553612,13326.8,0.0453807,0.0342779,3712.0,,0.0453807,130.5,,665.0,12348.0,0.08715500000000001,0.0549428,12348.0,0.044413999999999995,0.0344355,3712.0,,0.044413999999999995,129.5,,634.0,12348.0,0.082002,0.0531157,12348.0,0.040855,0.030305,3712.0,,0.040855,120.0,
prim,synthetic,dense_er_np,50,"n=50,p=0.25",pairing,10,in_process_steady_clock,child_process_wait4,706.0,22136.0,0.116075,0.063643,22136.0,0.04463,0.032211,2800.0,,0.04463,143.0,,670.2,13326.8,0.0842313,0.05252357,13326.8,0.04254719999999999,0.0307922,2800.0,,0.04254719999999999,130.5,,665.0,12348.0,0.0823915,0.05175565,12348.0,0.0428165,0.030985000000000002,2800.0,,0.0428165,129.5,,634.0,12348.0,0.071769,0.0480523,12348.0,0.039974,0.028747,2800.0,,0.039974,120.0,
