algorithm,heap_type,graph_source,graph_family,graph_size,graph_parameters,seed,start_vertex,output_value,comparison_count,cut_count,decrease_key_count,distance_checksum,edge_scan_count,extract_min_count,graph_average_degree,graph_directed,graph_maximum_degree,graph_num_edges,graph_num_vertices,insert_count,link_count,meld_count,mst_weight,node_allocation_count,peak_size,pointer_traversal_count,reachable_output_count,reachable_vertex_count,relax_attempt_count,successful_decrease_key_count,successful_key_update_count,successful_relax_count,swap_count,visited_vertex_count
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,5662,12360624.0,137988,1825,1825,12360624.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,136163,136163,,11325,319,136434,11325,11325,16214,1825,,13149,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,5662,12360624.0,202157,721,1825,12360624.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,74561,0,,11325,319,467248,11325,11325,16214,1825,,13149,0,
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,11324,11888492.0,178589,0,1802,11888492.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,473,0,11325,11325,16214,1802,,13126,82321,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,11324,11888492.0,144157,1802,1802,11888492.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,142355,142355,,11325,473,142850,11325,11325,16214,1802,,13126,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,11324,11888492.0,210598,764,1802,11888492.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,76221,0,,11325,473,485840,11325,11325,16214,1802,,13126,0,
prim,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,0,271724.0,286969,0,3565,,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,271724.0,0,1332,0,,,,3565,14889,,176284,11325
prim,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,0,271724.0,57666,3411,3565,,32428,11325,2.8633995584988963,False,7,16214,11325,11325,54101,54101,271724.0,11325,1332,54981,,,,3565,14889,,0,11325
prim,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",5,0,271724.0,125348,2596,3565,,32428,11325,2.8633995584988963,False,7,16214,11325,11325,28714,0,271724.0,11325,1332,262949,,,,3565,14889,,0,11325
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,0,9856642.0,180913,0,1878,9856642.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,474,0,11325,11325,16214,1878,,13202,83472,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,0,9856642.0,145950,1878,1878,9856642.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,144072,144072,,11325,474,144492,11325,11325,16214,1878,,13202,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,0,9856642.0,213277,736,1878,9856642.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,77189,0,,11325,474,491795,11325,11325,16214,1878,,13202,0,
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,5662,11667839.0,172394,0,1880,11667839.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,316,0,11325,11325,16214,1880,,13204,79515,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,5662,11667839.0,138926,1880,1880,11667839.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,137046,137046,,11325,316,137469,11325,11325,16214,1880,,13204,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,5662,11667839.0,204082,758,1880,11667839.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,74667,0,,11325,316,470825,11325,11325,16214,1880,,13204,0,
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,11324,11994569.0,175339,0,1892,11994569.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,490,0,11325,11325,16214,1892,,13216,80708,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,11324,11994569.0,141858,1892,1892,11994569.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,139966,139966,,11325,490,140286,11325,11325,16214,1892,,13216,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,11324,11994569.0,207038,725,1892,11994569.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,74445,0,,11325,490,476516,11325,11325,16214,1892,,13216,0,
prim,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,0,268753.0,282768,0,3552,,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,268753.0,0,1238,0,,,,3552,14876,,173787,11325
prim,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,0,268753.0,56358,3393,3552,,32428,11325,2.8633995584988963,False,7,16214,11325,11325,52806,52806,268753.0,11325,1238,53804,,,,3552,14876,,0,11325
prim,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",6,0,268753.0,124943,2544,3552,,32428,11325,2.8633995584988963,False,7,16214,11325,11325,27532,0,268753.0,11325,1238,261126,,,,3552,14876,,0,11325
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,0,9661855.0,182034,0,1846,9661855.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,539,0,11325,11325,16214,1846,,13170,83965,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,0,9661855.0,147343,1846,1846,9661855.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,145497,145497,,11325,539,145769,11325,11325,16214,1846,,13170,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,0,9661855.0,214682,733,1846,9661855.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,77801,0,,11325,539,495407,11325,11325,16214,1846,,13170,0,
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,5662,13038364.0,169445,0,1850,13038364.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,309,0,11325,11325,16214,1850,,13174,77859,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,5662,13038364.0,136961,1850,1850,13038364.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,135111,135111,,11325,309,135379,11325,11325,16214,1850,,13174,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,5662,13038364.0,201547,740,1850,13038364.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,73963,0,,11325,309,465242,11325,11325,16214,1850,,13174,0,
dijkstra,binary,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,11324,11344778.0,177185,0,1828,11344778.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,0,0,,0,460,0,11325,11325,16214,1828,,13152,81575,
dijkstra,pairing,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,11324,11344778.0,143454,1828,1828,11344778.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,141626,141626,,11325,460,141920,11325,11325,16214,1828,,13152,0,
dijkstra,fibonacci,snap,snap_roadNet-PA,11325,"dataset=roadNet-PA,component=largest,max_edges=50000",7,11324,11344778.0,208796,751,1828,11344778.0,32428,11325,2.8633995584988963,False,7,16214,11325,11325,75327,0,,11325,460,481181,11325,11325,16214,1828,,13152,0,
